,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
176,ky,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,120.7142857,,,state,hhs
177,la,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-08-22,110,51.0,,,state,hhs
178,ma,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,67.0,,,state,hhs
179,md,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,115.2857143,,,state,hhs
180,me,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,14.1428571,,,state,hhs
181,mi,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,346.8571429,,,state,hhs
182,mn,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,87.1428571,,,state,hhs
183,mo,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,70.2857143,,,state,hhs
184,ms,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,29.4285714,,,state,hhs
185,mt,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,15.0,,,state,hhs
186,nc,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,116.1428571,,,state,hhs
187,nd,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,10.4285714,,,state,hhs
188,ne,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,14.0,,,state,hhs
189,nh,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,12.0,,,state,hhs
190,nj,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,158.5714286,,,state,hhs
191,nm,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,23.1428571,,,state,hhs
192,nv,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,46.4285714,,,state,hhs
193,ny,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,286.8571429,,,state,hhs
194,oh,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,178.4285714,,,state,hhs
195,ok,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,33.5714286,,,state,hhs
196,or,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-08-22,110,38.1428571,,,state,hhs
197,pa,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,264.5714286,,,state,hhs
198,pr,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,26.2857143,,,state,hhs
199,ri,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,8.1428571,,,state,hhs
200,sc,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,44.8571429,,,state,hhs
201,sd,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,11.0,,,state,hhs
202,tn,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,88.8571429,,,state,hhs
203,tx,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-09-17,136,342.2857143,,,state,hhs
204,ut,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,23.7142857,,,state,hhs
205,va,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,90.8571429,,,state,hhs
206,vi,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,0.2857143,,,state,hhs
207,vt,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,3.0,,,state,hhs
208,wa,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,70.8571429,,,state,hhs
209,wi,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,85.5714286,,,state,hhs
210,wv,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,34.7142857,,,state,hhs
211,wy,confirmed_admissions_covid_1d_7dav,2021-05-04,2021-07-27,84,6.5714286,,,state,hhs
212,ak,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,5.7142857,,,state,hhs
213,al,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,66.7142857,,,state,hhs
214,ar,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,36.7142857,,,state,hhs
215,az,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,73.5714286,,,state,hhs
216,ca,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-08-28,115,223.8571429,,,state,hhs
217,co,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,124.4285714,,,state,hhs
218,ct,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,61.1428571,,,state,hhs
219,dc,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,12.5714286,,,state,hhs
220,de,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,16.0,,,state,hhs
221,fl,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-09-16,134,454.0,,,state,hhs
222,ga,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-11-03,182,192.8571429,,,state,hhs
223,hi,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,6.8571429,,,state,hhs
224,ia,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,33.2857143,,,state,hhs
225,id,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,13.7142857,,,state,hhs
226,il,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,233.7142857,,,state,hhs
227,in,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,106.2857143,,,state,hhs
228,ks,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,25.1428571,,,state,hhs
229,ky,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,120.7142857,,,state,hhs
230,la,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-08-22,109,49.1428571,,,state,hhs
231,ma,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,67.0,,,state,hhs
232,md,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,111.1428571,,,state,hhs
233,me,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,14.1428571,,,state,hhs
234,mi,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,333.0,,,state,hhs
235,mn,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,83.7142857,,,state,hhs
236,mo,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,66.8571429,,,state,hhs
237,ms,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,28.7142857,,,state,hhs
238,mt,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,17.0,,,state,hhs
239,nc,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,112.5714286,,,state,hhs
240,nd,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,10.2857143,,,state,hhs
241,ne,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,13.7142857,,,state,hhs
242,nh,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,11.5714286,,,state,hhs
243,nj,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,154.2857143,,,state,hhs
244,nm,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,23.1428571,,,state,hhs
245,nv,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,44.1428571,,,state,hhs
246,ny,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,274.5714286,,,state,hhs
247,oh,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,179.4285714,,,state,hhs
248,ok,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,32.8571429,,,state,hhs
249,or,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,39.4285714,,,state,hhs
250,pa,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,260.7142857,,,state,hhs
251,pr,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,24.4285714,,,state,hhs
252,ri,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,7.4285714,,,state,hhs
253,sc,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,44.0,,,state,hhs
254,sd,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,10.7142857,,,state,hhs
255,tn,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,86.4285714,,,state,hhs
256,tx,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-09-17,135,334.1428571,,,state,hhs
257,ut,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,24.7142857,,,state,hhs
258,va,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,84.7142857,,,state,hhs
259,vi,confirmed_admissions_covid_1d_7dav,2021-05-05,2021-07-27,83,0.2857143,,,state,hhs
